Geneid	HISAT2 on data 10 and data 9: aligned reads (BAM)
MBNL2	1325
RAP2A	2259
IPO5	2168
FARP1	1822
RNF113B	0
MIR3170	0
STK24	1295
SLC15A1	0
DOCK9	1307
UBAC2-AS1	24
UBAC2	759
MIR548AN	0
GPR18	2
GPR183	18
FKSG29	0
MIR623	0
TM9SF2	1411
CLYBL	128
MIR4306	0
ZIC5	261
ZIC2	547
PCCA	362
A2LD1	77
TMTC4	468
NALCN	527
ITGBL1	43
FGF14	128
MIR2681	0
MIR4705	0
FGF14-IT1	2
LOC283481	48
TPP2	480
METTL21C	6
CCDC168	0
TEX30	77
KDELC1	59
BIVM	314
BIVM-ERCC5	0
ERCC5	11
METTL21CP1	14
SLC10A2	0
DAOA-AS1	0
DAOA	0
LINC00460	2
EFNB2	923
ARGLU1	1669
FAM155A	441
LIG4	437
ABHD13	256
TNFSF13B	62
MYO16	111
IRS2	901
COL4A1	821
COL4A2	1057
RAB20	130
CARKD	1676
CARS2	535
ING1	239
LINC00346	16
ANKRD10	995
ARHGEF7	1461
TEX29	110
SOX1	149
SPACA7	0
TUBGCP3	313
C13orf35	0
ATP11A	467
MCF2L-AS1	15
MCF2L	4053
F7	15
F10	59
PROZ	3
PCID2	305
CUL4A	765
LAMP1	2956
GRTP1	76
ADPRHL1	78
DCUN1D2	320
TMCO3	1133
TFDP1	1276
ATP4B	0
GRK1	0
LINC00552	2
FAM70B	22
GAS6	1211
FLJ41484	0
LOC100506394	62
FLJ44054	2
RASA3	924
CDC16	1266
UPF3A	1388
CHAMP1	197
OR11H12	0
LOC642426	0
POTEG	0
POTEM	0
OR11H2	0
OR4Q3	0
OR4M1	0
OR4N2	0
OR4K2	0
OR4K5	0
OR4K1	0
OR4K15	0
OR4K14	0
OR4K13	0
OR4L1	0
OR4K17	0
OR4N5	0
OR11G2	0
OR11H6	0
OR11H4	0
TTC5	148
CCNB1IP1	394
SNORD126	0
RPPH1	8
PARP2	461
TEP1	347
KLHL33	0
OSGEP	500
APEX1	1040
TMEM55B	668
PNP	333
RNASE10	0
RNASE9	0
RNASE11	0
RNASE12	0
OR6S1	0
ANG	13
RNASE4	116
EDDM3A	0
EDDM3B	0
RNASE6	8
RNASE1	1340
RNASE3	0
ECRP	0
RNASE2	0
METTL17	426
SLC39A2	4
NDRG2	96856
TPPP2	12
RNASE13	0
RNASE7	2
RNASE8	0
ARHGEF40	1492
ZNF219	662
C14orf176	28
OR5AU1	0
LOC283624	1365
HNRNPC	5600
RPGRIP1	7
SUPT16H	1241
CHD8	919
SNORD9	0
SNORD8	0
RAB2B	466
TOX4	912
METTL3	390
SALL2	1509
OR10G3	0
OR10G2	0
OR4E2	0
DAD1	1457
ABHD4	780
OXA1L	634
SLC7A7	18
MRPL52	499
MMP14	380
LRP10	1625
REM2	14
RBM23	813
PRMT5	573
HAUS4	345
MIR4707	0
AJUBA	192
C14orf93	127
PSMB5	1448
PSMB11	0
CDH24	241
ACIN1	1659
C14orf119	341
CEBPE	0
SLC7A8	327
HOMEZ	94
PPP1R3E	580
BCL2L2-PABPN1	0
BCL2L2	3625
PABPN1	188
SLC22A17	3987
EFS	745
IL25	0
CMTM5	496
MYH6	0
MIR208A	0
MYH7	36
MIR208B	0
NGDN	314
THTPA	640
ZFHX2	279
AP1G2	834
JPH4	3090
DHRS2	4
C14orf165	0
C14orf167	262
DHRS4	109
DHRS4L2	109
DHRS4L1	10
LRRC16B	208
CPNE6	1318
NRL	69
PCK2	219
DCAF11	2227
FITM1	12
PSME1	1141
FAM158A	241
PSME2	804
RNF31	535
IRF9	1074
REC8	304
IPO4	155
TM9SF1	503
TSSK4	42
CHMP4A	1245
MDP1	29
NEDD8-MDP1	0
NEDD8	676
GMPR2	654
TINF2	656
TGM1	16
RABGGTA	280
DHRS1	236
C14orf21	174
CIDEB	433
LTB4R2	2
LTB4R	27
ADCY4	118
RIPK3	0
NFATC4	1308
NYNRIN	408
CBLN3	104
KHNYN	698
SDR39U1	204
CMA1	0
CTSG	4
GZMH	34
GZMB	50
STXBP6	245
NOVA1	799
MIR4307	0
LOC100505967	2
FOXG1	1218
C14orf23	113
MIR548AI	1
PRKD1	427
G2E3	264
SCFD1	707
COCH	36
LOC100506071	0
STRN3	433
MIR624	0
AP4S1	252
HECTD1	1458
HEATR5A	835
C14orf126	302
GPR33	0
NUBPL	156
ARHGAP5-AS1	353
ARHGAP5	5818
AKAP6	1959
NPAS3	1290
EGLN3	1236
SPTSSA	609
EAPP	381
SNX6	1054
CFL2	1445
BAZ1A	210
IGBP1P1	0
SRP54	632
FAM177A1	907
PPP2R3C	503
KIAA0391	370
PSMA6	1090
NFKBIA	1191
INSM2	8
RALGAPA1	585
BRMS1L	372
MBIP	421
SFTA3	2
NKX2-1	0
NKX2-8	0
PAX9	4
SLC25A21	2
MIR4503	0
LOC100129794	15
MIPOL1	54
FOXA1	0
SSTR1	317
CLEC14A	595
LOC283547	65
SEC23A	646
GEMIN2	128
TRAPPC6B	495
PNN	1570
MIA2	0
CTAGE5	207
LOC100288846	20
FBXO33	334
LRFN5	210
FSCB	0
C14orf28	122
KLHL28	294
FAM179B	333
PRPF39	548
SNORD127	0
FKBP3	1490
FANCM	51
MIS18BP1	64
RPL10L	0
MDGA2	38
MIR548Y	0
LOC100506433	0
RPS29	3898
LRR1	28
RPL36AL	1408
MGAT2	233
DNAAF2	182
POLE2	18
KLHDC1	131
KLHDC2	875
NEMF	927
ARF6	816
C14orf182	2
C14orf183	0
METTL21D	98
SOS2	1135
L2HGDH	189
ATP5S	188
CDKL1	60
MAP4K5	1007
ATL1	676
SAV1	470
NIN	839
ABHD12B	21
PYGL	183
TRIM9	2354
TMX1	618
LOC283553	2
FRMD6	579
FRMD6-AS1	10
GNG2	856
C14orf166	844
NID2	180
PTGDR	77
PTGER2	16
TXNDC16	280
GPR137C	170
ERO1L	273
PSMC6	861
STYX	179
GNPNAT1	233
FERMT2	2676
DDHD1	774
BMP4	46
CDKN3	14
CNIH	799
GMFB	3398
CGRRF1	500
SAMD4A	1540
GCH1	146
MIR4308	0
WDHD1	46
SOCS4	541
MAPK1IP1L	1031
LGALS3	1706
DLGAP5	3
FBXO34	346
ATG14	434
TBPL2	0
KTN1-AS1	14
KTN1	3923
RPL13AP3	1
LINC00520	0
PELI2	409
C14orf101	298
OTX2	0
OTX2OS1	0
EXOC5	1503
MUDENG	386
NAA30	524
C14orf105	0
SLC35F4	13
C14orf37	148
ACTR10	971
PSMA3	650
FLJ31306	682
ARID4A	669
TOMM20L	8
TIMM9	149
KIAA0586	216
DACT1	138
DAAM1	210
GPR135	9
C14orf149	108
JKAMP	447
C14orf38	0
RTN1	3171
C14orf135	753
DHRS7	740
PPM1A	1732
C14orf39	0
SIX6	0
SIX1	59
SIX4	37
MNAT1	336
TRMT5	261
SLC38A6	147
TMEM30B	146
PRKCH	340
FLJ22447	6
HIF1A	815
HIF1A-AS2	0
SNAPC1	150
SYT16	11
FLJ43390	497
KCNH5	10
RHOJ	1235
GPHB5	0
PPP2R5E	286
WDR89	131
SGPP1	506
SYNE2	969
ESR2	2
TEX21P	0
MTHFD1	771
AKAP5	239
ZBTB25	51
ZBTB1	624
HSPA2	1474
PPP1R36	12
PLEKHG3	1092
SPTB	875
CHURC1-FNTB	0
CHURC1	982
GPX2	2
RAB15	1264
FNTB	7
MAX	1164
MIR4706	0
LOC100506321	0
MIR4708	0
FUT8	559
LOC645431	15
LINC00238	0
GPHN	547
FAM71D	0
MPP5	823
ATP6V1D	1586
EIF2S1	707
PLEK2	0
TMEM229B	405
PLEKHH1	1090
PIGH	270
ARG2	309
VTI1B	1133
RDH11	1710
RDH12	24
ZFYVE26	405
RAD51B	29
ZFP36L1	2744
ACTN1	1572
DCAF5	988
EXD2	968
GALNTL1	704
ERH	1453
SLC39A9	983
PLEKHD1	10
C14orf162	22
KIAA0247	428
LOC100289511	9
SRSF5	3134
SLC10A1	3
SMOC1	1304
SLC8A3	173
ADAM21P1	0
SYNJ2BP-COX16	0
COX16	138
SYNJ2BP	945
ADAM21	0
C14orf55	19
ADAM20	2
MED6	186
TTC9	264
MAP3K9	36
PCNX	753
SNORD56B	0
LOC145474	3
SIPA1L1	799
RGS6	216
DPF3	84
DCAF4	92
ZFYVE1	401
RBM25	1522
PSEN1	959
PAPLN	1336
NUMB	840
HEATR4	26
C14orf169	89
ACOT1	253
ACOT2	334
ACOT4	52
ACOT6	24
DNAL1	1135
PNMA1	2376
C14orf43	448
MIR4505	0
PTGR2	598
ZNF410	572
FAM161B	240
COQ6	205
ENTPD5	95
C14orf45	205
ALDH6A1	3674
LIN52	153
VSX2	0
ABCD4	491
VRTN	0
SYNDIG1L	64
NPC2	652
MIR4709	0
ISCA2	350
LTBP2	228
KIAA0317	624
FCF1	405
YLPM1	996
PROX2	35
DLST	1097
RPS6KL1	546
PGF	319
EIF2B2	438
MLH3	340
ACYP1	169
ZC2HC1C	54
NEK9	1624
TMED10	2691
FOS	1283
LOC731223	8
JDP2	359
BATF	0
FLVCR2	42
C14orf1	800
TTLL5	250
TGFB3	504
IFT43	354
C14orf118	104
ESRRB	4
VASH1	1894
ANGEL1	564
C14orf166B	0
IRF2BPL	525
KIAA1737	1900
ZDHHC22	586
TMEM63C	244
NGB	729
MIR1260A	0
POMT2	696
GSTZ1	176
TMED8	37
SAMD15	10
NOXRED1	8
C14orf133	362
AHSA1	1171
ISM2	8
SPTLC2	619
ALKBH1	67
SLIRP	588
SNW1	607
C14orf178	1
ADCK1	123
NRXN3	389
DIO2	7328
LOC100628307	0
CEP128	49
TSHR	12
GTF2A1	87
SNORA79	0
STON2	2911
SEL1L	1339
FLRT2	1021
LOC283585	0
GALC	1027
GPR65	22
LOC283587	0
KCNK10	130
SPATA7	172
PTPN21	596
ZC3H14	747
EML5	167
TTC8	341
FOXN3	1240
LOC400236	22
PRO1768	0
EFCAB11	44
TDP1	116
KCNK13	6
PSMC1	901
C14orf102	135
CALM1	28013
LOC400238	10
TTC7B	1184
RPS6KA5	206
C14orf159	1893
SNORA11B	0
GPR68	37
CCDC88C	150
SMEK1	746
CATSPERB	0
TC2N	74
FBLN5	411
TRIP11	431
ATXN3	233
NDUFB1	985
CPSF2	611
SLC24A4	216
RIN3	250
LGMN	434
GOLGA5	573
CHGA	906
ITPK1	6422
ITPK1-AS1	0
MOAP1	1417
C14orf109	148
C14orf142	152
UBR7	760
BTBD7	490
UNC79	371
COX8C	1
PRIMA1	24
FAM181A-AS1	48
FAM181A	263
ASB2	111
LINC00521	0
OTUB2	48
DDX24	1756
IFI27L1	295
IFI27	2074
IFI27L2	937
PPP4R4	468
SERPINA10	1
SERPINA6	0
SERPINA1	26
SERPINA11	0
SERPINA9	0
SERPINA12	0
SERPINA4	0
SERPINA5	0
SERPINA3	38
SERPINA13	0
GSC	0
DICER1	1245
MIR3173	0
DICER1-AS1	164
CLMN	820
LINC00341	85
C14orf49	36
SNHG10	72
SCARNA13	0
GLRX5	962
TCL6	2
TCL1B	0
TCL1A	2
LOC100507043	209
C14orf132	4380
BDKRB2	10
BDKRB1	2
ATG2B	742
C14orf129	280
AK7	5
PAPOLA	2391
VRK1	133
LOC100129345	0
C14orf64	25
C14orf177	0
BCL11B	114
SETD3	1650
CCNK	392
CCDC85C	1717
HHIPL1	877
CYP46A1	1934
EML1	222
EVL	3427
DEGS2	308
YY1	503
SLC25A29	1291
MIR345	0
SLC25A47	0
WARS	714
WDR25	120
BEGAIN	1220
LINC00523	0
DLK1	0
MIR2392	0
MEG3	8605
MIR770	32
MIR493	0
MIR337	0
MIR665	0
RTL1	2
MIR431	0
MIR433	0
MIR127	0
MIR432	0
MIR136	0
MEG8	11
SNORD113-1	0
SNORD113-2	0
SNORD113-4	2
SNORD113-5	0
SNORD113-6	0
SNORD113-7	0
SNORD113-9	0
SNORD114-1	0
SNORD114-2	0
SNORD114-3	2
SNORD114-4	0
SNORD114-5	0
SNORD114-6	0
SNORD114-7	0
SNORD114-8	0
SNORD114-9	0
SNORD114-10	0
SNORD114-11	0
SNORD114-12	0
SNORD114-13	0
SNORD114-14	0
SNORD114-15	0
SNORD114-16	0
SNORD114-17	0
SNORD114-18	0
SNORD114-19	0
SNORD114-20	0
SNORD114-21	0
SNORD114-22	0
SNORD114-23	0
SNORD114-24	0
SNORD114-25	0
SNORD114-26	2
SNORD114-27	0
SNORD114-28	0
SNORD114-29	0
SNORD114-30	0
SNORD114-31	1
MIR379	0
MIR411	0
MIR299	0
MIR380	0
MIR1197	0
MIR323A	0
MIR758	0
MIR329-1	0
MIR329-2	0
MIR494	0
MIR1193	0
MIR543	0
MIR495	0
MIR376C	0
MIR376A2	0
MIR654	0
MIR376B	0
MIR376A1	0
MIR300	0
MIR1185-1	0
MIR1185-2	0
MIR381	0
MIR487B	0
MIR539	0
MIR889	0
MIR655	0
MIR487A	0
MIR382	0
MIR134	0
MIR668	0
MIR485	0
MIR323B	0
MIR154	0
MIR496	0
MIR377	0
MIR541	0
MIR409	0
MIR412	0
MIR369	0
MIR410	0
MIR656	0
DIO3OS	17
MIR1247	22
DIO3	32
LINC00239	0
PPP2R5C	2014
DYNC1H1	6284
HSP90AA1	19067
WDR20	299
MOK	293
ZNF839	335
CINP	454
TECPR2	1624
ANKRD9	332
MIR4309	0
RCOR1	286
TRAF3	1171
AMN	0
CDC42BPB	3764
EXOC3L4	2
TNFAIP2	259
LOC100131366	0
EIF5	4316
SNORA28	0
MARK3	1178
CKB	28565
TRMT61A	492
BAG5	640
APOPT1	526
KLC1	4388
XRCC3	317
ZFYVE21	2797
PPP1R13B	766
LOC145216	0
C14orf2	1557
TDRD9	33
ASPG	0
MIR203	0
MIR3545	0
KIF26A	112
C14orf180	3
TMEM179	42
MIR4710	0
INF2	2378
ADSSL1	130
SIVA1	473
AKT1	2351
ZBTB42	44
MGC23270	6
KIAA0284	1299
PLD4	11
AHNAK2	264
C14orf79	257
CDCA4	68
GPR132	19
JAG2	423
NUDT14	253
BRF1	807
BTBD6	1293
PACS2	3373
TEX22	32
MTA1	1070
CRIP2	2995
CRIP1	455
C14orf80	306
TMEM121	87
ELK2AP	0
KIAA0125	4
ADAM6	0
LINC00226	0
LINC00221	0
CHEK2P2	0
HERC2P3	353
GOLGA6L6	0
GOLGA8C	0
NBEAP1	2
POTEB	0
NF1P2	0
LOC348120	0
LOC646214	70
CXADRP2	0
LOC727924	0
OR4M2	0
OR4N4	0
OR4N3P	0
REREP3	2
MIR4509-1	0
MIR4509-2	0
MIR4509-3	0
GOLGA8DP	0
GOLGA6L1	10
TUBGCP5	264
CYFIP1	1344
NIPA2	621
NIPA1	1898
LOC283683	233
WHAMMP3	97
GOLGA8IP	4
HERC2P2	500
HERC2P7	18
GOLGA8E	0
LOC653061	12
MIR4508	0
MKRN3	44
MAGEL2	60
NDN	738
PWRN2	0
PWRN1	3
C15orf2	6
SNRPN	23
SNURF	0
SNORD107	0
PAR-SN	71
PAR5	63
SNORD64	0
SNORD108	0
SNORD109B	0
SNORD109A	0
SNORD116-1	3
SNORD116-2	0
SNORD116-3	0
SNORD116-9	0
SNORD116-4	4
SNORD116-7	0
SNORD116-5	0
SNORD116-6	0
SNORD116-8	0
SNORD116-10	0
SNORD116-11	0
SNORD116-12	1
SNORD116-13	1
SNORD116-14	0
SNORD116-15	0
SNORD116-16	0
SNORD116-19	0
SNORD116-17	0
SNORD116-18	0
SNORD116-20	11
SNORD116-21	5
SNORD116-22	0
SNORD116-23	0
SNORD116-24	0
SNORD116-25	0
SNORD116-26	2
SNORD116-27	2
SNORD116-28	0
SNORD116-29	0
IPW	781
PAR1	0
SNORD115-1	0
SNORD115-2	0
SNORD115-3	0
SNORD115-4	0
SNORD115-5	0
SNORD115-10	0
SNORD115-9	0
SNORD115-12	0
SNORD115-6	0
SNORD115-7	0
SNORD115-8	0
SNORD115-11	0
SNORD115-29	0
SNORD115-36	0
SNORD115-43	0
SNORD115-13	0
SNORD115-14	1
SNORD115-16	0
SNORD115-19	0
SNORD115-17	0
SNORD115-18	0
SNORD115-15	0
SNORD115-21	0
SNORD115-20	0
SNORD115-22	0
PAR4	1
SNORD115-23	0
SNORD115-24	0
SNORD115-25	0
SNORD115-26	0
SNORD115-27	0
SNORD115-28	0
SNORD115-30	0
SNORD115-31	0
SNORD115-32	0
SNORD115-33	0
SNORD115-34	0
SNORD115-35	3
SNORD115-37	2
SNORD115-38	0
SNORD115-39	0
SNORD115-40	1
SNORD115-41	0
SNORD115-42	0
SNORD115-44	0
SNORD115-45	1
SNORD115-47	0
SNORD115-48	0
UBE3A	1021
ATP10A	240
MIR4715	0
LOC100128714	10
LOC503519	0
GABRB3	905
GABRA5	466
GABRG3	2
OCA2	16
HERC2	1487
GOLGA8G	0
GOLGA8F	0
HERC2P9	611
WHAMMP2	115
LOC100289656	1
LOC646278	57
APBA2	1506
FAM189A1	351
NDNL2	218
TJP1	4367
ULK4P3	3
LOC653075	4
DKFZP434L187	0
CHRFAM7A	2
ULK4P2	0
ULK4P1	0
ARHGAP11B	3
LOC100288637	25
FAN1	611
MTMR10	1939
TRPM1	2
MIR211	0
LOC283710	13
KLF13	1908
OTUD7A	63
CHRNA7	10
LOC100288615	19
ARHGAP11A	71
SCG5	861
GREM1	114
FMN1	100
TMCO5B	0
RYR3	1756
AVEN	109
CHRM5	2
C15orf24	1046
PGBD4	28
C15orf29	467
TMEM85	998
SLC12A6	525
NOP10	430
C15orf55	0
LPCAT4	717
GOLGA8A	842
MIR1233-1	0
MIR1233-2	0
GOLGA8B	1321
GJD2	10
ACTC1	71
AQR	378
ZNF770	1209
ANP32AP1	35
ATPBD4	106
MIR3942	0
LOC100507466	45
MIR4510	0
C15orf41	98
CSNK1A1P1	0
LOC145845	0
MEIS2	773
TMCO5A	0
SPRED1	2387
FAM98B	283
RASGRP1	147
C15orf53	0
C15orf54	0
THBS1	266
FSIP1	10
GPR176	136
EIF2AK4	662
SRP14	4532
LOC100131089	226
BMF	20
BUB1B	3
PAK6	970
C15orf56	5
ANKRD63	2
PLCB2	109
C15orf52	575
PHGR1	0
DISP2	318
C15orf23	108
IVD	1955
BAHD1	525
CHST14	149
MRPL42P5	15
C15orf57	196
RPUSD2	98
CASC5	0
LOC100505648	38
RAD51	4
FAM82A2	1822
GCHFR	111
DNAJC17	149
C15orf62	22
ZFYVE19	308
PPP1R14D	0
SPINT1	5
RHOV	18
VPS18	434
DLL4	168
CHAC1	76
INO80	449
EXD1	0
CHP	1033
OIP5-AS1	528
OIP5	15
NUSAP1	16
NDUFAF1	335
RTF1	1045
ITPKA	835
LTK	78
RPAP1	367
TYRO3	2055
MGA	437
MIR626	0
MAPKBP1	846
JMJD7-PLA2G4B	0
JMJD7	98
PLA2G4B	3
SPTBN5	178
MIR4310	0
EHD4	205
PLA2G4E	2
PLA2G4D	0
PLA2G4F	0
VPS39	1513
MIR627	0
TMEM87A	857
GANC	173
CAPN3	445
ZFP106	2541
SNAP23	667
LRRC57	190
HAUS2	292
STARD9	390
CDAN1	333
TTBK2	145
UBR1	495
TMEM62	239
CCNDBP1	555
EPB42	4
TGM5	0
TGM7	0
LCMT2	115
ADAL	183
ZSCAN29	339
TUBGCP4	244
TP53BP1	691
MAP1A	6289
PPIP5K1	290
CKMT1B	404
STRC	9
CATSPER2	109
CKMT1A	93
CATSPER2P1	38
PDIA3	2044
ELL3	60
SERF2	1845
SERF2-C15ORF63	0
MIR1282	0
SERINC4	42
C15orf63	4
MFAP1	525
WDR76	60
FRMD5	115
LOC728758	3
CASC4	4177
CTDSPL2	295
LOC645212	209
EIF3J	1259
SPG11	783
PATL2	15
B2M	19315
TRIM69	43
C15orf43	0
SORD	103
DUOX2	4
DUOXA2	0
DUOXA1	2
DUOX1	26
SHF	274
SLC28A2	10
GATM	7975
LOC145663	0
SPATA5L1	103
C15orf48	0
MIR147B	0
SLC30A4	33
HMGN2P46	6
PLDN	945
SQRDL	204
SEMA6D	705
SLC24A5	84
MYEF2	842
CTXN2	45
SLC12A1	10
DUT	769
FBN1	221
CEP152	32
SHC4	217
EID1	4101
SECISBP2L	2769
COPS2	759
GALK2	122
LOC100306975	0
MIR4716	0
C15orf33	62
FGF7	2
DTWD1	187
ATP8B4	8
SLC27A2	8
HDC	4
GABPB1	107
FLJ10038	192
LOC100129387	73
MIR4712	3
USP8	862
USP50	0
TRPM7	428
SPPL2A	241
AP4E1	236
LOC100132724	0
TNFAIP8L3	165
CYP19A1	0
MIR4713	0
GLDN	93
DMXL2	862
SCG3	8440
LYSMD2	501
TMOD2	10564
TMOD3	634
LEO1	292
MAPK6	736
BCL2L10	2
GNB5	851
MYO5C	91
MIR1266	0
MYO5A	1952
ARPP19	6408
FAM214A	442
ONECUT1	2
WDR72	2
UNC13C	4601
RSL24D1	933
RAB27A	104
PIGB	110
CCPG1	381
DYX1C1-CCPG1	0
MIR628	0
FLJ27352	18
DYX1C1	13
PYGO1	33
PRTG	86
NEDD4	172
RFX7	245
TEX9	43
MNS1	56
ZNF280D	652
LOC145783	81
TCF12	1152
LOC283663	48
CGNL1	1643
GCOM1	0
MYZAP	11
POLR2M	225
ALDH1A2	50
AQP9	14
LIPC	0
ADAM10	685
HSP90AB4P	0
FAM63B	292
SLTM	1381
RNF111	336
CCNB2	7
MYO1E	231
MIR2116	0
LDHAL6B	0
FAM81A	415
GCNT3	0
GTF2A2	525
BNIP2	498
FOXB1	0
ANXA2	962
NARG2	425
RORA	592
VPS13C	1383
C2CD4A	4
C2CD4B	35
MGC15885	0
TLN2	1130
MIR190A	0
TPM1	2039
LACTB	119
RPS27L	512
RAB8B	714
APH1B	585
CA12	164
USP3	330
LOC100130855	18
FBXL22	38
HERC1	1329
DAPK2	196
FAM96A	306
SNX1	2110
SNX22	788
PPIB	753
CSNK1G1	163
KIAA0101	2
TRIP4	297
ZNF609	659
OAZ2	2917
RBPMS2	230
MIR1272	0
PIF1	46
PLEKHO2	1813
ANKDD1A	926
SPG21	830
MTFMT	151
OSTBETA	38
RASL12	784
KBTBD13	2
UBAP1L	116
PDCD7	358
CLPX	352
CILP	12
PARP16	117
IGDCC3	145
IGDCC4	192
DPP8	301
PTPLAD1	2354
C15orf44	378
SLC24A1	106
DENND4A	358
MIR4511	0
RAB11A	2151
MEGF11	438
MIR4311	0
DIS3L	761
TIPIN	49
SCARNA14	0
MAP2K1	839
SNAPC5	115
RPL4	9927
SNORD18C	6
SNORD18B	2
SNORD16	0
SNORD18A	0
ZWILCH	48
LCTL	19
SMAD6	193
SMAD3	1329
AAGAB	560
IQCH	13
LOC100506686	78
C15orf61	75
MAP2K5	355
SKOR1	25
PIAS1	138
CALML4	366
CLN6	408
FEM1B	141
ITGA11	64
CORO2B	1936
ANP32A	1374
MIR4312	0
ANP32A-IT1	1
MIR548H4	0
SPESP1	10
NOX5	2
LINC00277	8
GLCE	250
PAQR5	120
KIF23	28
RPLP1	7963
LOC145837	8
C15orf50	6
TLE3	745
MIR629	0
UACA	1068
LARP6	530
THAP10	105
LRRC49	328
CT62	0
THSD4	425
NR2E3	3
MYO9A	178
SENP8	34
GRAMD2	32
PKM2	13944
PARP6	885
CELF6	485
HEXA	469
C15orf34	6
TMEM202	0
ARIH1	718
MIR630	4
GOLGA6B	2
HIGD2B	2
BBS4	431
ADPGK	270
LOC100287559	22
NEO1	2171
HCN4	40
C15orf60	0
NPTN	2096
CD276	379
C15orf59	1777
TBC1D21	0
LOC100287616	18
LOXL1	71
STOML1	717
PML	396
GOLGA6A	2
LOC283731	18
ISLR2	166
ISLR	301
STRA6	35
CCDC33	0
CYP11A1	100
LOC729739	0
SEMA7A	425
UBL7	806
LOC440288	22
ARID3B	58
CLK3	575
EDC3	498
CYP1A1	20
CYP1A2	0
CSK	659
MIR4513	0
LMAN1L	0
CPLX3	188
ULK3	1282
SCAMP2	602
MPI	879
C15orf17	1861
COX5A	1098
RPP25	139
SCAMP5	4305
PPCDC	108
C15orf39	287
GOLGA6C	2
GOLGA6D	2
COMMD4	545
NEIL1	421
MIR631	3
MAN2C1	1676
SIN3A	725
PTPN9	805
SNUPN	292
IMP3	440
SNX33	492
CSPG4	1849
ODF3L1	2
DNM1P35	16
MIR4313	0
UBE2Q2	937
FBXO22	149
FBXO22-AS1	0
NRG4	62
C15orf27	90
ETFA	1104
TYRO3P	0
ISL2	0
SCAPER	785
RCN2	1315
PSTPIP1	48
TSPAN3	6014
PEAK1	1307
C15orf5	4
HMG20A	732
LINGO1	1548
LOC253044	5
LOC645752	6
LOC91450	0
TBC1D2B	683
SH2D7	5
CIB2	265
IDH3A	2355
ACSBG1	4694
DNAJA4	1155
WDR61	487
CRABP1	118
IREB2	629
AGPHD1	35
PSMA4	820
CHRNA5	25
CHRNA3	12
CHRNB4	2
LOC646938	0
ADAMTS7	61
MORF4L1	5361
CTSH	2182
RASGRF1	523
LOC729911	4
MIR184	0
ANKRD34C	35
TMED3	411
KIAA1024	60
ST20-MTHFS	0
MTHFS	34
ST20	13
C15orf37	30
BCL2A1	2
ZFAND6	1023
FAH	326
LOC283688	0
ARNT2	7882
FAM108C1	698
KIAA1199	187
MIR549	0
MESDC2	665
MIR4514	0
MESDC1	192
C15orf26	1
IL16	80
STARD5	18
TMC3	3
MEX3B	142
EFTUD1	156
FAM154B	38
LOC390660	3
GOLGA6L10	0
UBE2Q2P3	0
UBE2Q2P2	0
GOLGA6L9	11
LOC440297	2
LOC727849	7
AGSK1	0
RPS17L	0
RPS17	0
CPEB1	59
LOC283692	11
AP3B2	966
LOC338963	0
LOC283693	15
SCARNA15	4
FSD2	0
WHAMM	242
HOMER2	135
FAM103A1	61
C15orf40	183
BTBD1	2149
MIR4515	0
TM6SF1	277
HDGFRP3	1863
BNC1	2
SH3GL3	552
ADAMTSL3	82
LOC648809	2
LOC100505679	3
LOC440300	30
LOC388152	70
DNM1P41	3
GOLGA6L5	66
UBE2Q2P1	25
LOC100506874	16
ZSCAN2	82
SCAND2	265
WDR73	271
NMB	62
SEC11A	731
ZNF592	644
ALPK3	162
SLC28A1	0
PDE8A	778
AKAP13	812
KLHL25	205
MIR1276	0
AGBL1	0
LOC727915	0
LINC00052	0
NTRK3	1369
LOC283738	2
MRPL46	175
MRPS11	424
DET1	76
MIR1179	0
MIR7-2	0
MIR3529	0
AEN	174
ISG20	84
ACAN	61
HAPLN3	69
MFGE8	2943
ABHD2	3259
RLBP1	617
FANCI	70
POLG	380
MIR9-3	0
LOC254559	799
RHCG	114
LOC283761	29
C15orf42	21
KIF7	242
PLIN1	87
PEX11A	180
WDR93	6
MESP1	56
MESP2	2
ANPEP	135
AP3S2	18
C15orf38-AP3S2	0
C15orf38	172
ZNF710	864
IDH2	2497
SEMA4B	1130
CIB1	1056
C15orf58	15
TTLL13	10
NGRN	7324
GABARAPL3	0
ZNF774	18
IQGAP1	1414
CRTC3	698
BLM	144
FURIN	803
FES	198
MAN2A2	1943
UNC45A	841
HDDC3	237
RCCD1	175
PRC1	106
VPS33B	285
SV2B	972
SLCO3A1	402
ST8SIA2	20
C15orf32	0
LOC100144604	0
FAM174B	226
ASB9P1	0
LOC100507217	1514
CHD2	1816
MIR3175	0
RGMA	2866
MCTP2	18
LOC400456	35
LOC145820	33
NR2F2	924
MIR1469	0
SPATA8	0
LOC91948	0
ARRDC4	598
FAM169B	0
IGF1R	926
MIR4714	0
PGPEP1L	8
SYNM	3425
TTC23	180
LRRC28	78
MEF2A	1043
LYSMD4	115
DNM1P46	17
ADAMTS17	138
FLJ42289	29
CERS3	2
LINS	91
ASB7	172
ALDH1A3	417
LRRK1	72
CHSY1	506
SELS	633
SNRPA1	269
PCSK6	228
LOC100507472	2
TM2D3	548
TARSL2	696
OR4F6	0
OR4F15	0
GPCRLTM7	0
OR4F4	0
FAM138E	0
